seqnames	start	end	width	strand	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest	id
chromosome	4979122	4979328	207	*	GacA-1_peak_405	3405	4978270	4979184	-	overlapStart	62	62	NearestLocation	PSPPH_4355
chromosome	4995743	4996176	434	*	GacA-1_peak_406	2288	4996459	4996878	+	upstream	-716	283	NearestLocation	PSPPH_4374
chromosome	5043568	5043731	164	*	GacA-1_peak_407	3373	5043232	5043687	-	overlapStart	119	44	NearestLocation	PSPPH_4417
chromosome	5044149	5044449	301	*	GacA-1_peak_408	2310	5044416	5045192	+	overlapStart	-267	33	NearestLocation	PSPPH_4419
chromosome	5064754	5064954	201	*	GacA-1_peak_409	3369	5064367	5064774	-	overlapStart	20	20	NearestLocation	PSPPH_4431
chromosome	5116794	5116952	159	*	GacA-1_peak_410	3358	5116579	5116833	-	overlapStart	39	39	NearestLocation	PSPPH_4480
chromosome	5124158	5124552	395	*	GacA-1_peak_411	2362	5124438	5124926	+	overlapStart	-280	114	NearestLocation	PSPPH_4490
chromosome	5125575	5126679	1105	*	GacA-1_peak_412	2364	5126634	5127893	+	overlapStart	-1059	45	NearestLocation	PSPPH_4492
chromosome	5127922	5128774	853	*	GacA-1_peak_413	2365	5128840	5129379	+	upstream	-918	66	NearestLocation	PSPPH_4493
chromosome	5148658	5148799	142	*	GacA-1_peak_414	2378	5148798	5149484	+	overlapStart	-140	1	NearestLocation	PSPPH_4518
chromosome	5148965	5149628	664	*	GacA-1_peak_415	2378	5148798	5149484	+	overlapEnd	167	144	NearestLocation	PSPPH_4518
chromosome	5159165	5163390	4226	*	GacA-1_peak_416	3337	5159386	5162295	-	includeFeature	3130	221	NearestLocation	PSPPH_4526
chromosome	5172261	5172682	422	*	GacA-1_peak_417	2389	5172524	5173330	+	overlapStart	-263	158	NearestLocation	PSPPH_4538
chromosome	5172825	5183936	11112	*	GacA-1_peak_418	3329	5181948	5183480	-	includeFeature	10655	456	NearestLocation	PSPPH_4546
chromosome	5185193	5185980	788	*	GacA-1_peak_419	3328	5183494	5185788	-	overlapStart	595	192	NearestLocation	PSPPH_4547
chromosome	5186269	5198636	12368	*	GacA-1_peak_420	3325	5197852	5198625	-	includeFeature	12356	11	NearestLocation	PSPPH_4558
chromosome	5198787	5198951	165	*	GacA-1_peak_421	2403	5198830	5199333	+	overlapStart	-43	43	NearestLocation	PSPPH_4559
chromosome	5206908	5207126	219	*	GacA-1_peak_422	3322	5204697	5206401	-	upstream	-507	507	NearestLocation	PSPPH_4561
chromosome	5206908	5207126	219	*	GacA-1_peak_422	3323	5204697	5206401	-	upstream	-507	507	NearestLocation	PSPPH_4561
chromosome	5211464	5211694	231	*	GacA-1_peak_423	3320	5211511	5211975	-	overlapEnd	511	47	NearestLocation	PSPPH_4564
chromosome	5215112	5215286	175	*	GacA-1_peak_424	3317	5214170	5215171	-	overlapStart	59	59	NearestLocation	PSPPH_4567
chromosome	5220621	5220811	191	*	GacA-1_peak_425	3306	5220254	5220646	-	overlapStart	25	25	NearestLocation	PSPPH_4578
chromosome	5226986	5227194	209	*	GacA-1_peak_426	3292	5226432	5227067	-	overlapStart	81	81	NearestLocation	PSPPH_4592
chromosome	5227448	5227737	290	*	GacA-1_peak_427	3291	5227149	5227541	-	overlapStart	93	93	NearestLocation	PSPPH_4593
chromosome	5240567	5240708	142	*	GacA-1_peak_428	3285	5236390	5240463	-	upstream	-104	104	NearestLocation	PSPPH_4599
chromosome	5241732	5242022	291	*	GacA-1_peak_429	3283	5241130	5241630	-	upstream	-102	102	NearestLocation	PSPPH_4601
chromosome	5243013	5243582	570	*	GacA-1_peak_430	3280	5243077	5243610	-	overlapEnd	597	28	NearestLocation	PSPPH_4604
chromosome	5243902	5244648	747	*	GacA-1_peak_431	3279	5243620	5243988	-	overlapStart	86	86	NearestLocation	PSPPH_4605
chromosome	5246954	5252582	5629	*	GacA-1_peak_432	3271	5246981	5247100	-	includeFeature	146	27	NearestLocation	PSPPH_4613
chromosome	5313427	5313802	376	*	GacA-1_peak_433	3247	5312840	5313445	-	overlapStart	18	18	NearestLocation	PSPPH_4676
chromosome	5314078	5314238	161	*	GacA-1_peak_434	3247	5312840	5313445	-	upstream	-633	633	NearestLocation	PSPPH_4676
chromosome	5318249	5318996	748	*	GacA-1_peak_435	3241	5317528	5318289	-	overlapStart	40	40	NearestLocation	PSPPH_4682
chromosome	5319297	5319577	281	*	GacA-1_peak_436	3239	5319050	5319325	-	overlapStart	28	28	NearestLocation	PSPPH_4684
chromosome	5320436	5322250	1815	*	GacA-1_peak_437	3238	5319362	5320465	-	overlapStart	29	29	NearestLocation	PSPPH_4685
chromosome	5322861	5323255	395	*	GacA-1_peak_438	3237	5323252	5323328	-	overlapEnd	467	3	NearestLocation	PSPPH_4687
chromosome	5336467	5336752	286	*	GacA-1_peak_439	2450	5336334	5337968	+	inside	133	133	NearestLocation	PSPPH_4701
chromosome	5337932	5338222	291	*	GacA-1_peak_440	2451	5337983	5338777	+	overlapStart	-51	51	NearestLocation	PSPPH_4702
chromosome	5338687	5338898	212	*	GacA-1_peak_441	2452	5338948	5341269	+	upstream	-261	50	NearestLocation	PSPPH_4703
chromosome	5347079	5347303	225	*	GacA-1_peak_442	3226	5346762	5347043	-	upstream	-36	36	NearestLocation	PSPPH_4711
chromosome	5351726	5351886	161	*	GacA-1_peak_443	2459	5350814	5351917	+	inside	912	31	NearestLocation	PSPPH_4714
chromosome	5351726	5351886	161	*	GacA-1_peak_443	2460	5350814	5351917	+	inside	912	31	NearestLocation	PSPPH_4714
chromosome	5401445	5401745	301	*	GacA-1_peak_444	2482	5401763	5403022	+	upstream	-318	18	NearestLocation	PSPPH_4757
chromosome	5430581	5430998	418	*	GacA-1_peak_445	3182	5430876	5431928	-	overlapEnd	1347	122	NearestLocation	PSPPH_4785
chromosome	5455324	5457266	1943	*	GacA-1_peak_446	2504	5455308	5457728	+	inside	16	16	NearestLocation	PSPPH_4807
chromosome	5492376	5493610	1235	*	GacA-1_peak_447	2517	5493584	5494279	+	overlapStart	-1208	26	NearestLocation	PSPPH_4834
chromosome	5494109	5495089	981	*	GacA-1_peak_448	2517	5493584	5494279	+	overlapEnd	525	170	NearestLocation	PSPPH_4834
chromosome	5498495	5498704	210	*	GacA-1_peak_449	2519	5498641	5498970	+	overlapStart	-146	63	NearestLocation	PSPPH_4839
chromosome	5501355	5501505	151	*	GacA-1_peak_450	3150	5500510	5501409	-	overlapStart	54	54	NearestLocation	PSPPH_4841
chromosome	5540059	5540370	312	*	GacA-1_peak_451	3141	5539520	5539969	-	upstream	-90	90	NearestLocation	PSPPH_4871
chromosome	5573631	5574460	830	*	GacA-1_peak_452	3118	5573754	5574800	-	overlapEnd	1169	123	NearestLocation	PSPPH_4900
chromosome	5574896	5575085	190	*	GacA-1_peak_453	3118	5573754	5574800	-	upstream	-96	96	NearestLocation	PSPPH_4900
chromosome	5621676	5621955	280	*	GacA-1_peak_454	3092	5621094	5621216	-	upstream	-460	460	NearestLocation	PSPPH_4948
chromosome	5642870	5643033	164	*	GacA-1_peak_455	2579	5642993	5643544	+	overlapStart	-123	40	NearestLocation	PSPPH_4974
chromosome	5643355	5646494	3140	*	GacA-1_peak_456	2582	5646120	5646566	+	overlapStart	-2765	72	NearestLocation	PSPPH_4977
chromosome	5646810	5652448	5639	*	GacA-1_peak_457	2583	5646844	5648091	+	includeFeature	-34	34	NearestLocation	PSPPH_4978
chromosome	5657047	5658305	1259	*	GacA-1_peak_458	2587	5657465	5657998	+	includeFeature	-418	307	NearestLocation	PSPPH_4986
chromosome	5661009	5661736	728	*	GacA-1_peak_459	3061	5661142	5661621	-	includeFeature	612	115	NearestLocation	PSPPH_4991
chromosome	5663880	5664300	421	*	GacA-1_peak_460	2590	5664613	5665794	+	upstream	-733	313	NearestLocation	PSPPH_4995
chromosome	5664490	5666706	2217	*	GacA-1_peak_461	3058	5665900	5666697	-	includeFeature	2207	9	NearestLocation	PSPPH_4996
chromosome	5689965	5692235	2271	*	GacA-1_peak_462	3042	5690781	5692085	-	includeFeature	2120	150	NearestLocation	PSPPH_5023
chromosome	5693200	5695000	1801	*	GacA-1_peak_463	3041	5693221	5694042	-	includeFeature	842	21	NearestLocation	PSPPH_5025
chromosome	5727077	5727906	830	*	GacA-1_peak_464	3029	5726420	5727232	-	overlapStart	155	155	NearestLocation	PSPPH_5052
chromosome	5730724	5730907	184	*	GacA-1_peak_465	2621	5730471	5730725	+	overlapEnd	253	1	NearestLocation	PSPPH_5055
chromosome	5742718	5747192	4475	*	GacA-1_peak_466	3018	5742487	5743314	-	overlapStart	596	231	NearestLocation	PSPPH_5066
chromosome	5751029	5751325	297	*	GacA-1_peak_467	2625	5751110	5751574	+	overlapStart	-81	81	NearestLocation	PSPPH_5071
chromosome	5755257	5756312	1056	*	GacA-1_peak_468	2627	5755796	5756146	+	includeFeature	-539	166	NearestLocation	PSPPH_5073
chromosome	5756778	5758580	1803	*	GacA-1_peak_469	3015	5758474	5758590	-	overlapEnd	1812	10	NearestLocation	PSPPH_5075
chromosome	5759400	5760533	1134	*	GacA-1_peak_470	2632	5760404	5760955	+	overlapStart	-1004	129	NearestLocation	PSPPH_5078
chromosome	5764292	5764743	452	*	GacA-1_peak_471	2633	5764447	5764683	+	includeFeature	-155	60	NearestLocation	PSPPH_5081
chromosome	5772533	5773184	652	*	GacA-1_peak_472	2639	5772891	5773850	+	overlapStart	-358	293	NearestLocation	PSPPH_5088
chromosome	5779090	5784695	5606	*	GacA-1_peak_473	3011	5779110	5779229	-	includeFeature	139	20	NearestLocation	PSPPH_5092
chromosome	5785727	5785907	181	*	GacA-1_peak_474	3006	5784954	5785628	-	upstream	-99	99	NearestLocation	PSPPH_5097
chromosome	5790780	5791484	705	*	GacA-1_peak_475	2648	5791020	5791235	+	includeFeature	-240	240	NearestLocation	PSPPH_5102
chromosome	5834572	5834755	184	*	GacA-1_peak_476	2667	5834698	5835633	+	overlapStart	-126	57	NearestLocation	PSPPH_5144
chromosome	5850196	5850426	231	*	GacA-1_peak_477	2975	5848956	5850194	-	upstream	-2	2	NearestLocation	PSPPH_5159
chromosome	5870887	5871046	160	*	GacA-1_peak_478	2965	5869114	5870868	-	upstream	-19	19	NearestLocation	PSPPH_5174
chromosome	5876186	5876591	406	*	GacA-1_peak_479	2680	5876572	5877453	+	overlapStart	-386	19	NearestLocation	PSPPH_5178
chromosome	5888760	5889009	250	*	GacA-1_peak_480	2688	5888973	5890247	+	overlapStart	-213	36	NearestLocation	PSPPH_5188
chromosome	5902839	5903013	175	*	GacA-1_peak_481	2704	5903367	5904626	+	upstream	-528	354	NearestLocation	PSPPH_5202
chromosome	5904273	5904550	278	*	GacA-1_peak_482	2704	5903367	5904626	+	inside	906	76	NearestLocation	PSPPH_5202
chromosome	5905031	5905219	189	*	GacA-1_peak_483	2704	5903367	5904626	+	downstream	1664	405	NearestLocation	PSPPH_5202
